input_text,target_text
"The geodesic interval function I of a connected graph allows an axiomatic characterization involving axioms on the function only, without any reference to distance, as was shown by Nebesky [20]. Surprisingly, Nebesky [23] showed that, if no further restrictions are imposed, the induced path function J of a connected graph G does not allow such an axiomatic characterization. Here J(u,v) consists of the set of vertices lying on the induced paths between u and v. This function is a special instance of a transit function. In this paper we address the question what kind of restrictions could be imposed to obtain axiomatic characterizations of J. The function J satisfies betweenness if w@?J(u,v), with wu, implies u@?J(w,v) and x@?J(u,v) implies J(u,x)@?J(u,v). It is monotone if x,y@?J(u,v) implies J(x,y)@?J(u,v). In the case where we restrict ourselves to functions J that satisfy betweenness, or monotonicity, we are able to provide such axiomatic characterizations of J by transit axioms only. The graphs involved can all be characterized by forbidden subgraphs.","induced path, domino, long cycle, induced path function, transit axiom, axiomatic characterization, special instance, transit function, geodesic interval function, functions j, betweenness, function j, connected graph, monotone, house, p -graph, p, satisfiability"
"The teaching of medical informatics is of importance for students in medicine and health care, realizing that they will be the health professionals of the future. Training in medical informatics is also of value for practicing clinicians who are overwhelmed by the avalanche of systems that are available on the market. Some examples of operational systems are presented here to indicate that health care has changed dramatically over the last decades. This paper intends to contribute to the drafting of IMIA guidelines for teaching medical informatics by (1) reporting on the experience at the Faculty of Medicine and Health Sciences of the Erasmus University Rotterdam as part of the curriculum, (2) reporting on the implementation of guidelines for teaching medical informatics in The Netherlands since these guidelines were drafted in 1986, and (3) by introducing the teaching material contained in the new Handbook of Medical Informatics and on its Web site.","training, curriculum, handbook, guidelines, medical informatics, web site, health care, operating system"
"Organic static induction transistors (OSIT) with schottky gate electrode of Au/CuPc/Al/CuPc/Au sandwich structure are fabricated by the method of vacuum evaporation and the evaporated films of organic semiconductor copper-phthalocyanine (CuPc) as the active layers. The conductor channel of OSIT perpendicular to the surface of the CuPc film is largely shorter than that of metal-oxide-semiconductor field-effect-transistor (MOSFET), which avails to overcome the shortcoming of electrical characteristics of organic semiconductor. The experimental results manifest the low driver voltage and no-saturated current-voltage characteristics of OSIT. The working properties depend on the gate bias voltage and the structure of pectinate Al electrode. Good static and dynamic characteristics of OSIT are obtained by properly designing the structure of pectinate Al electrode.","Copper phthalocyanine, Organic semiconductor, Thin film transistor, Vacuum evaporate"
"A model for the design of gradient ceramic nozzle materials is presented. The purpose is to reduce the tensile stress at the entry region of the nozzle during sand blasting processes. A (W, Ti)C/SiC gradient ceramic nozzle material, GN-1, was accordingly synthesized by hot pressing according to the design result. The residual thermal stress of the (W, Ti)C/SiC gradient ceramic nozzle in the fabricating process was calculated by means of the finite element method (FEM). The design of composition distribution of the gradient ceramic nozzle was carried out with the aim of partial relaxation of the stress resulting from external loadings by residual thermal stress. The erosion behavior of the gradient ceramic nozzle was investigated in comparison with the common ceramic nozzles. It is suggested that gradient structure in ceramic nozzles is an effective way to improve the erosion wear resistance over the common ceramic nozzles. Keywords Nozzles Ceramic materials Gradient materials SiC","Ceramic materials, Gradient materials, Nozzles, SiC"
"This paper focuses on the application of the reflective practitioner (RP) perspective to the profession of software engineering (SE). The RP perspective guides professional people to rethink their professional creations during and after the accomplishment of the creation process. Analysis of the field of SE supports the adoption of the RP perspective to SE in general and to SE education in particular. The RP perspective emphasizes the studio--the basic training method in architecture schools--as the educational environment for design studies. In such studios students develop projects with a close guidance of a tutor. Analysis of the kind of tasks that architecture students are working on and a comparison of these tasks to the problems that SE students are facing, suggest that the studio may be an appropriate teaching method in SE as well. The paper presents the main ideas of the RP perspective and examines its fitness to SE in general and to SE education in particular. The discussion is based on analysis of the RP perspective and of the SE profession, visits to architecture studios, and conversations with tutors in architecture studios and with computing science practitioners.","appropriate teaching method, se student, rp perspective, studios student, se profession, architecture studio, reflective practitioner perspective, architecture school, architecture student, se education, software engineering education, rp perspective guide, teaching methods, software engineering"
"Estimating the amount of effort required for developing an information system is an important project management concern. The author has developed a model that estimates small-scale software development effort in 4GL and end-user computing environments. In addition to presenting and evaluating the proposed model, this paper evaluates two of the most popular models currently used to estimate software development effort i.e., lines of code (LOC), and function points (FP). Results of the study show a significant correlation between the software development effort and all three models. Compared to LOC and FP models, the models developed in this research are less costly and easier to use in a small-scale software development environment.","small-scale business application, software development environment, information system, function point, software development, end user computing, lines of code"
"The aim of this paper is to study the stress concentration factors of concrete-filled tubular T joints subject to axial loading and in-plane bending. Experimental investigation was performed to investigate the Hot Spot Stress distribution along the intersection of chord and brace. Five tubular T joint specimens with self compacting concrete-filled chords were tested. In addition, three hollow steel tubular T joint specimens were also tested for comparison. Generally, it is shown that the concrete filling effectively reduces the peak stress concentration factors. The stress concentration factors obtained from the test results were compared against predictions from some well-established existing stress concentration factor equations. Generally, the predictions from those equations are very conservative for concrete-filled specimens.","stress concentration factor, concrete-filled steel tubes, experiment investigation, t joints, hot spot"
"This paper presents an overview of the mechanics of distortion in members which have restrained thin-walled steel sections. First, the basic features that characterize the distortion of thin-walled sections under compression and/or bending are explained and the generally adopted kinematical assumptions are presented and discussed. On the basis of these assumptions, a simple procedure to build the distortional displacement fields is proposed. Then, two illustrative examples of restrained sections are given and their distortional displacement fields are built. The I-section illustrates the case of a symmetric section having a distortional displacement field with a single d.o.f. The Z-section exemplifies the case of a non symmetric section having a distortional field with two d.o.f. Based on an energy formulation, the equilibrium equation for buckling analysis of simply supported thin-walled members is derived. For two illustrative examples, the distortional displacement field is used to obtain distortional analytical formulae. Finally, some results (buckling loads and moments) were determined and validated by means of comparison with fully numerical obtained from finite strip analysis.","Restrained thin-walled steel sections, Analytical formula, Z-sections, I-sections, Distortional mechanics, Kinematical assumptions, Distortional buckling"
"The occurrence of a fragile site in the X chromosome, associated with X-linked mental retardation and, occasionally, autism, has been labeled Fragile-X Syndrome. This case study describes a patient with a documented, specific learning disability in association with the Fragile-X chromosome. He has a family history of two retarded first cousins, one of whom also has diagnosed Fragile-X syndrome. This single case study suggests that there may be an association of the Fragile-X abnormality with dyslexia or primary learning disability, suggesting a genetic etiology for primary dyslexia.","fragile-x syndrome, learning disability, autism, dyslexia"
"This paper presents two-dimensional laboratory experiments performed to study how groundwater flow may affect the injected air zone of influence and remedial performance, and how injected air may alter subsurface groundwater flow and contaminant migration during in situ air sparging. Tests were performed by subjecting uniform sand profiles contaminated with dissolved-phase benzene to a hydraulic gradient and two different air flow rates. The results of the tests were compared to a test subjected to a similar air flow rate but a static groundwater condition. The test results revealed that the size and shape of the zone of influence were negligibly affected by groundwater flow, and as a result, similar rates of contaminant removal were realized within the zone of influence with and without groundwater flow. The air flow, however, reduced the hydraulic conductivity within the zone of influence, reducing groundwater flow and subsequent downgradient contaminant migration. The use of a higher air flow rate further reduced the hydraulic conductivity and decreased groundwater flow and contaminant migration. Overall, this study demonstrated that air sparging may be effectively implemented to intercept and treat a migrating contaminant plume.","vocs, saturated soils, groundwater flow, groundwater remediation, in situ air sparging, air flow"
"We present a latent hierarchical structural learning method for object detection. An object is represented by a mixture of hierarchical tree models where the nodes represent object parts. The nodes can move spatially to allow both local and global shape deformations. The models can be trained discriminatively using latent structural SVM learning, where the latent variables are the node positions and the mixture component. But current learning methods are slow, due to the large number of parameters and latent variables, and have been restricted to hierarchies with two layers. In this paper we describe an incremental concave-convex procedure (iCCCP) which allows us to learn both two and three layer models efficiently. We show that iCCCP leads to a simple training algorithm which avoids complex multi-stage layer-wise training, careful part selection, and achieves good performance without requiring elaborate initialization. We perform object detection using our learnt models and obtain performance comparable with state-of-the-art methods when evaluated on challenging public PASCAL datasets. We demonstrate the advantages of three layer hierarchies - outperforming Felzenszwalb et al.'s two layer models on all 20 classes.","local shape deformations, trees (mathematics), svm learning, learning (artificial intelligence), global shape deformations, latent hierarchical structural learning method, convex programming, concave programming, node positions, object detection, mixture component, hierarchical tree models, support vector machines, incremental concave-convex procedure"
"To ensure that patient confidentiality is securely maintained, health ICT applications that contain sensitive personal information demand comprehensive privacy policies. Determining the adequacy of these policies to meet legal conformity together with clinical users and patient expectation is demanding in practice. Organisations and agencies looking to analyse their Privacy and Security policies can benefit from guidance provided by outside entities such as the Privacy Office of their State or Government together with law firms and ICT specialists. The advice given is not uniform and often open to different interpretations. Of greater concern is the possibility of overlooking any important aspects that later result in a data breach. Based on three case studies, this paper considers whether a more formal approach to privacy analysis could be taken that would help identify the full coverage of a Privacy Impact Analysis and determine the deficiencies with an organisation's current policies and approach. A diagrammatic model showing the relationships between Confidentiality, Privacy, Trust, Security and Safety is introduced. First the validity of this model is determined by mapping it against the real-world case studies taken from three healthcare services that depend on ICT. Then, by using software engineering methods, a formal mapping of the relationships is undertaken to identify a full set of policies needed to satisfy the model. How effective this approach may prove as a generic method for deriving a comprehensive set of policies in health ICT applications is finally discussed.","privacy, security, privacy policy, trust, software engineering, security policy, ehealth, satisfiability, confidentiality"
"The aim of the study was to describe current treatment and trends in surgical management of pediatric inguinal hernias (IHs), specifically contralateral exploration.Surveys were sent to 599 Surgical Section members. Questions paralleled the 1993 American Academy of Pediatrics survey and addressed recent controversial topics. Statistical analysis by chi2 was performed.Three hundred ninety-five (66%) surveys returned. For full-term boys with reducible IH, 79% (82%) repair electively, regardless of age or weight. For full-term girls with reducible ovary, 49% (27%) repair electively, 36% (59%) next available slot, 5% (10%) emergently (P < .01). In former premature infants, 53% (65%) repair reducible IH when convenient, regardless of age. For unilaterally presenting IH, 44% (65%) routinely explore contralateral groins in boys 2 years or younger (P < .01); 47% (84%) routinely explore girls 4 years or younger (P < .01). No significant association between routine exploration patterns and years in practice, region of country, or training program affiliation was found. Laparoscopic evaluation for contralateral IH was reported by 37% (6%), (P < .01) 1993 results italicized.Reports of routine contralateral inguinal exploration had absolute decreases of 21% for boys 2 years or younger, 37% for girls 4 years or younger. There has been a shift toward elective repair for girls with reducible ovaries. Use of laparoscopy for diagnostic contralateral evaluation has increased dramatically.","infant, hydrocele, questionnaires, laparoscopy, postoperative pain, surgery, inguinal hernia, contralateral, anemia"
"In light of the rapid growth of international marketing studies, we thought it timely to investigate recent patterns and developments in the literature. We performed a content analysis of nearly 600 articles published from 1990 to 2000 in the leading academic journals. It became clear that major progress has been made in terms of a broadened research agenda and greater technical rigor. However, opportunities were identified to address overlooked research topics, increase cross-national collaboration, strengthen the complexity and comprehensiveness of theories, as well as diversify research methods beyond surveys. Based on these findings, we outlined several directions for advancement of international marketing knowledge.","international marketing, method, theory, literature review, content analysis"
"Inflammation is highly prevalent in patients with chronic kidney disease (CKD) and is consistently associated with cardiovascular morbidity and mortality. Clinical event rates increase with declining renal function and activation of the acute-phase response. Statins are potent anti-inflammatory drugs that reduce the incidence of cardiovascular events. Owing to the increased prevalence of inflammation in patients with CKD and the potent effect of statins in individuals with elevated levels of C-reactive protein, these drugs should be especially effective in patients with CKD. Whereas data indicate that pravastatin may prevent loss of kidney function to a greater extent in individuals with evidence of increased inflammation than in those who show no inflammation, two large, randomized statin trials in patients on hemodialysis found no benefit of statin therapy, neither in the whole study group nor after stratifying for inflammation. Irrespective of inflammation, guidelines recommend treatment of dyslipidemia in early stages of CKD, which is supported by results from recent meta-analyses, and the Study of Heart and Renal Protection (SHARP), a large, randomized, placebo-controlled trial.","renal function, controlled trial, acute phase response, kidney function"
"Presents an error in the original article by Herbert Sanderson (Journal of Consulting Psychology (Apr), Vol. 15 (1951), 127-129). On page 128, in Table 1, the mean reaction time for Card V should read 9.66, instead of 19.66. (The following article appeared in its original form in record 1952-06288-001.) An attempt was made to set up statistically significant criteria for ""shock"" as measured by the reaction time to each Rorschach card. The development of these criteria are described. The author holds that application of such norms ""will further objectify the meaning of increase in reaction time, especially as it applies to the concept of 'shock'."" (PsycINFO Database Record (c) 2006 APA, all rights reserved)","norms, diagnosis, rorschach test, shock, evaluation, reaction time, statistical significance"
"This article examines the implications that the moment of market entry has for the effect of capabilities and competitive tactics on firm performance, using a sample of 253 companies from the information and communications technology industry. The results show that technical capabilities and low cost orientation are learning factors in the firms' performance, regardless of the moment of entry into the market. The study shows how the two perspectives of competitive strategy and resource-based view complement each other to incorporate different competitive factors in a coherent model for the study of entry timing. The study takes the sustainability model of competitive advantage further, by demonstrating that certain capabilities and competitive tactics can allow pioneers and early followers to achieve and maintain superior performance in a dynamic, hostile and with high level of imitation industry. This study also shows that the availability of a combination of marketing capabilities and low cost orientation will allow late followers' firms to take advantage of early entrants' mistakes.","entry timing, competitive advantage, resource-based view, capabilities, competitive tactics, firm performance, competitive strategy, information and communication technology"
"Based on the theory of Duffing oscillator, a new method of Doppler processing for pseudo random-code continuous wave (PRC-CW) radar signal in strong-clutter background is presented in this paper. By identifying the state of the chaotic oscillator system, Doppler frequency-shift is detected in order to calculate the speed of the target and solve the problem of Doppler sensitivity of pulse compression. At the same time, a fast method is introduced to accelerate identifying the states of the chaotic system. In order to estimate the phase of the Doppler component and prove the validity under stochastic phase, the influence of phase separation is also discussed. Simulation results demonstrate the effectiveness of this new method.","doppler frequency-shift, duffing oscillator, prc-cw radar, pulse compression, oscillators, phase separation"
"A theory of domain knowledge is proposed that consists of `grounded domains' that model a set of cooperating objects that achieve a purpose. Grounded domains have spatial presence in the real world and contain agents that act on objects within a context of structures. More complex meta-domains use grounded domains as their subject matter and describe education, management, etc. The third component of the theory, generic tasks, describes problem solving activity such as diagnosis, searching, planning and scheduling. Generic tasks describe the behavioural components in both grounded and meta-domains. The reusable library of generic models is applied to the design of interactive systems by reusing the models as templates, and to reuse design knowledge in the form of associated design rationale. A process for recognising generic models is described with recognition heuristics structured in a walkthrough type of analysis for identifying key abstractions in new applications. The design process is illustrated with an information retrieval case study developed as a decision support system for emergency management, reusing information searching services. The discussion reviews the prospects for reusable patterns in interactive systems design, and similar approaches in software and knowledge engineering.","software reuse, domain analysis, design rationale, information retrieval, knowledge engineering, domain knowledge, emergency management, design process"
"For a number of years there has been a debate about the appropriateness of formocresol as a vital pulpotomy material, there being concerns regarding the safety of its principal component, formaldehyde. Therefore, there is great interest in the effectiveness of alternative materials. This systematic review and meta-analysis provides useful information on the effectiveness of one alternative material, ferric sulphate, when compared to formocresol. The paper starts with a lengthy, well-written synopsis on evidence-based dentistry; however, this is somewhat superfluous in this paper. The paper refers in the last paragraph to the existing Cochrane Systematic Review,1 calling it brief, but noting that these two reviews both conclude that ""there is no reliable evidence supporting the superiority of one particular treatment method for pulpally involved primary molars."" It would have been valuable if this review had spent more time discussing the Cochrane Review explaining the differences in approach and methodology of the two reviews. Other than these two criticisms, this is a well conducted and reported review. The trials were analyzed in two ways: those where formocresol and ferric sulphate were compared head to head (two trials), and trials reporting either technique (13 trials). There were more data available for formocresol than ferric sulphate. This review concluded that both pulpotomy techniques were likely to be successful and neither was more effective than the other, and emphasizes that vital pulpotomies work. Given the doubts about the safety of formocresol it would also appear that it is more appropriate to use ferric sulphate. However, anecdotally many clinicians feel that formocresol is more successful because it is not as technique sensitive as the alternatives. There is no evidence to support this view. Many questions remain: what is the most effective pulpotomy technique, should pulpectomy be used instead, or should a more biological approach of indirect pulp capping be advocated?2, 3 This excellent review provides a significant step forward both in terms of methodology and information.","ebd, transplantation, stem cells, progenitor cells, allografting, autografting, graft-versus-host disease"
"The role of continental water in polar motion excitation can be illustrated by determining Hydrological Angular Momentum calculated from terrestrial water storage (TWS). In this paper we compare global and regional changes in TWS computed using Coupled Model Intercomparison Project Phase 5 climate models, Global Land Data Assimilation System (GLDAS) land hydrology models and observations from the Gravity Recovery and Climate Experiment (GRACE) satellite mission. We also compare hydrological excitation functions derived from models with those obtained from the GRACE mission and the hydrological signal in observed polar motion excitation (the so-called geodetic residuals). The results confirm that GLDAS models of seasonal and non-seasonal TWS change are more consistent with GRACE data than climate models; on the other hand, none of the considered models are fully consistent with GRACE data or geodetic residuals. In turn, GRACE observations are most consistent with the non-seasonal hydrological signal in observed excitation. A detailed study of the contribution of different TWS components to the hydrological excitation function shows that soil moisture dominates.","Terrestrial water storage, GRACE, Polar motion, GLDAS"
"Monomode fibers and long-wavelength lasers provide a practically unlimited transmission bandwidth over very long unrepeated distances. These unique properties open up new applications. Besides the conventional long-haul telecommunications carrier applications, new markets will develop in local networks to take advantage of the low maintenance costs, the flexibility, and the high privacy of repeaterless fiber optic links. A first example is Aetna Life and Casualty's private corporate network in the Hartford area, a wide area corporate network (WACN) designed to support: high-quality video transmission for Video conferencing or broadcasting; conventional voice and data communications; future highspeed data communications. Different aspects of the implementation of this WACN are presented. Another example, the interconnection of CATV franchises in the same area, is also discussed.","Videoconference, Data communication, Fiber lasers, Bandwidth, Costs, Privacy, Repeaters, Optical fibers, Multimedia communication, Broadcasting"
Change in academic units is essential but challenging to new deans. This article describes principles of change applied to academic departments in general and a specific description of how one well-established academic unit in nursing changed its administrative structure. The goal of the dean in creating a new structure was to facilitate faculty governance. The process used was one of faculty participation and involvement in decision making. Evaluation of the effectiveness of the new structure provided support for how well it was working and suggestions for refinement. The entire process and the reflection on how and when to make changes when one is new to the position of dean will provide insight for others in similar positions.,"faculty governance, academic administration, change, administrative structure, administrative leadership"
"This paper firstly introduced the basic principles of the induction filtering technology. Then, it analyzed the characteristics of the commutation reactance of the novel converter transformer, to answer whether the induction filtering technology impacted on the commutation reactance. A mathematic model and a simulation model were built to calculate the commutation reactance. The results show that the fundamental wave and the harmonics of the commutation current have not identical circuit owing to the inductive filtering technology, and thus traditional calculation methods may not be applicable any longer. This mathematic model not only applies to the novel converter transformer, but also applies to the traditional converter transformer. The inductive filtering technology can help reduce the commutation reactance of the novel converter transformer by about two-thirds.","Commutation failure, Commutation reactance, Direct current transmission, Inductive filtering, Novel converter transformer"
"Total RNA was extracted from venom glands of Agkistrodon acutus. The cDNA encoding Lys-49 phospholipase A 2 (PLA 2) was amplified by reverse transcriptional polymerase chain reaction (RT-PCR). The cDNA was cloned into the pGEMT-vector and sequenced. The open reading frame (ORF) of Lys-49 PLA 2 consists of 414 bp encoding 138 amino acids, which includes a signal peptide of 16 amino acids and a matured peptide of 122 amino acids. It shows 76% identity in amino acids with another reported Lys-49 PLA 2. Because residue 49 in mature peptide is Lysine, it probably possesses myotoxicity. These results indicate there are at least two kinds of myotoxin in the venom of A. acutus.","agkistrodon acutus, cdna sequence analysis, myotoxin, phospholipase a 2, signal peptide, reverse transcription polymerase chain reaction, open reading frame, sequence analysis, amino acid"
"During kidney development a multitude of tubular portions is formed. Little knowledge is available by which cellbiological mechanism a cluster of embryonic cells is able to generate the three-dimensional structure of a tubule. However, this know-how is most important in tissue engineering approaches such as the generation of an artificial kidney module or for the therapy of renal diseases using stem cells. To obtain cellbiological insights in parenchyme development we elaborate a new technique to generate under in vitro conditions renal tubules derived from the embryonic cortex of neonatal rabbits. The aim of the experiments is to establish a specific extracellular environment allowing optimal three-dimensional development of renal tubules under serum-free culture conditions. In the present paper we demonstrate features of the renal stem cell niche and show their isolation as intact microcompartments for advanced tissue culture. Perfusion culture in containers exhibiting a big dead fluid volume results in the development of a flat collecting duct (CD) epithelium at the surface of the tissue explant. In contrast, by fine-tuning the dead fluid volume within a perfusion culture container by an artificial interstitium made of a polyester fleece shows the generation of tubules. It is an up to date unknown morphogenetic information which tells the cells to form tubular structures.","epithelium, stem cell niche, tissue culture, renal stem cells, stem cell, tissue engineering"
"To enhance the reliability as well as the value of sensing data in Wireless Sensor Networks (WSNs), a type of Energy-efficient Target Tracking Approach (ETTA) is proposed in this paper. The sensor network is divided into several virtual grids for distributed tracking and three kinds of states (tracking state, prepared-tracking state and preparing-tracking state) of these grids are also proposed to reduce energy consumption and enhance the accuracy of node localization. Moreover, a tracking recovery strategy is also described in this paper that effectively enhance the robustness of the tracking system. Experiment results show that ETTA has a good performance on target tracking in sensor networks compared to BPS and EMTT.","Sensor networks, Target tracking, Virtual grids, Energy-efficient, Network lifetime"
"Scored content of transcriptions of recordings of initial interviews with 70 patients at a psychiatric outpatient clinic was used to predict whether a patient would come back for at least 3 more interviews if offered treatment. Each sentence unit or 5 sec. of silence was assigned a rating of + (favorable to continuation), or - (unfavorable), or 0 (irrelevant). Excess of plus over minus units predicted continuation; excess of minus over plus units predicted dropping out. Coefficients of reliability of ratings by 3 pairs of scores were significant at .001. Individual scorers predicted correctly 73%, 81%, and 80% of cases; averages of paired scorers predicted 81% correctly; averages including scores of mediator predicted 83% correctly. (PsycINFO Database Record (c) 2006 APA, all rights reserved)","of psychotherapy dropouts, drop outs, prediction, prediction of, psychotherapy"
"The philosophy of performance based design of blast resistant offshore systems is an approach by which structural components are allowed to behave in a controlled non-linear characteristic that satisfies the demand criteria for preventing loss of lives, asset protection and integrity of escape routes. As the approach is based on behaviour rather than a prescriptive performance, uncertainties are removed which attributes to a precise design compared with a traditional design method. In the context of offshore installations, particularly for topside structures where safety cannot be compromised, this will lead to an economical design as well as meeting the functionality of a system from pre to post explosion regimes. This paper presents a performance based design philosophy for a typical topside structure which has the merit of being informative to the client and to regulators. This method also assists engineers in the comparison of engineering solutions which can be correlated to performance levels for which the installation has been designed and protected. The paper is divided into two sections. The first section discusses the methodology of the approach accompanied by a design algorithm assessment in which the principles of performance based design are emphasized in order to achieve the specific demand level for attainment of performance objectives. The second section demonstrates its application followed by a design example of a typical offshore topside to assess deck plate resistance against a defined blast load level.","risk, hydrocarbon explosions, performance level, ductility, demand level, overpressure, design method, satisfiability"
"In multirate digital signal processing, we often en- counter decimators, interpolators, and complicated interconnec- tions of these with LTI filters. We also encounter cyclo-wide-sense stationary (CWSS) processes and linear periodically time-varying (LPTV) systems. It is often necessary to understand the effects of multirate systems on the statistical properties of their input signals. Some of these issues have been addressed earlier. For example, it has been shown that a necessary and sufficient condition for the output of an -fold interpolation filter to be wide sense stationary (WSS) for all WSS inputs is that the filter have an alias-free ( ) support. However, several questions of this nature remain unanswered. For example, what is the necessary and sufficient condition on a pair (or more generally a bank )o f interpolation filters so that their outputs are jointly WSS (JWSS) for all jointly WSS inputs? What is the condition if only the sum of their outputs is required to be WSS? When is the output of an LPTV system (for example a uniform filter-bank) WSS for all WSS inputs? Some of these questions may appear to be simple general- izations of the above-mentioned result for a single interpolation filter. However, the frequency domain approaches that proved this result are quite difficult to generalize to answer these questions. The purpose of this paper is to provide these answers using analysis based on bifrequency maps and bispectra. These tools are two-dimensional (2-D) Fourier transforms that characterize all linear time-varying (LTV) systems and nonstationary random processes, respectively. We show that the questions raised above can be addressed elegantly and in a geometrically insightful way using these tools. We also derive a bifrequency characterization of lossless LTV systems. This may potentially lead to an increased understanding of these systems.","linear time-varying, multirate digital signal processing, bispectrum map, single interpolation filter, bifrequency characterization, interpolation filter, bifrequency map, LTV system, LTI filter, multirate systemswith stochastic input, above-mentioned result, WSS input, new look"
"This paper builds on consumer storytelling theory and childhood memory research by proposing that earliest childhood memory stories are useful for developing brand myths and providing relevance to iconic brands. This article investigates consumers' childhood memories with Coca-Cola and finds that memories from early childhood are more predictive and insightful for understanding current brand attitudes than memories coming from adolescence. A focus group is unable to elicit memories from as early in life as the childhood memory session. In addition, the memories elicited by the group interviewer are not as relevant and meaningful to participants. When participants read experiences coming from the childhood memory session, those who connect with the earliest childhood memory stories have the strongest attitudes toward Coca-Cola. A discussion describes how this research method aids in generating insights about iconic brands and brands aspiring to become iconic.","coca-cola, brand, myth, memory, childhood, icon, qualitative"
"The Zachman Framework offers a classification of the models created in an enterprise architecture project. These models form a holistic representation of the organization. Despite the prominent position of the Framework, there is little information publicly available to help designers create exact models that fit each other. In this paper, we propose a conceptualization based on General Systems Thinking. Our conceptualization provides concrete guidelines for creating the models required by the Framework. The proposed conceptualization establishes a better understanding of the models and of their relationships. This facilitates the creation and interpretation of the models. It also improves the traceability between them. We illustrate our approach with the results of a case study.","business data processing, information systems, software architecture, Zachman enterprise architecture, general systems thinking, information system architecture, systemic conceptualization, traceability, Business Process Modeling, Enterprise Architecture, Enterprise Modeling, IT Architecture, System Thinking, Zachman"
"Aicardi syndrome is a developmental disorder characterised by agenesis of the corpus callosum, retinal lacunae, seizures, and developmental delay. It is believed to be X linked with lethality in males. We report a set of monozygotic female twins one of whom is healthy and intellectually normal while the other has the classical Aicardi phenotype with profound retardation. Family history is negative. Both had normal karyotypes. Monozygosity was established by blood grouping, chromosomal heteromorphisms, and DNA analysis using six hypervariable probes (five autosomal and one X linked) and three X linked RFLP probes. We tested the hypothesis that preferential inactivation of a different X chromosome had occurred in each girl. Methylation sensitive RFLP analysis of DNA from EBV transformed B lymphocytes and cultured skin fibroblasts using MspI/HpaII digestion and probing with M27 beta showed a very similar pattern of X inactivation in both twins with no evidence of preferential expression of one particular X chromosome. We conclude that the abnormalities in the affected twin are probably the consequence of a postzygotic mutation in early embryonic development.","x chromosome, genetic linkage, blood groups, dna analysis, karyotyping, family history, embryonic development"
"Cognitive radio (CR) networks have been developed to fully utilize spectrum resources. In the CR networks, imperfect sensing and selfish behavior of secondary users (SU) can significantly degrade the performance of primary users (PU). Game theory, which considers the game playersu0027 (PU/SU) selfish behavior, has been extensively investigated in the design of CR network. However, most related works focus on the network protocol design from the network perspective to improve video transmission system (i.e., PU) performance such as utility and throughput. However, a useru0027s satisfaction such as useru0027s quality of experience (QoE) has been largely neglected in existing works. In this paper, we propose to design a game user-oriented CR network for video applications, aiming to improve the QoE of users. In the proposed framework, the primary user games and the secondary user games are formulated as Stackelberg game. Specifically, a refunding term is defined in the useru0027s utility function to effectively consider and to reflect the QoE requirement of video streaming users. Our contributions include two folds: (1) A game based CR network design for video transmission is proposed, and the network useru0027s QoE requirement is satisfied in the design; (2) The existence and uniqueness of the Stackelberg gameu0027s Nash equilibrium is proved, and the design is optimal. Our theoretical analysis and simulation results demonstrate the effectiveness of the game-based user-oriented CR network design.","cognitive radio (CR), nash equilibrium (NE), primary user (PU), quality of experience (QoE), secondary user (SU), stackelberg game"
"Systemic juvenile idiopathic arthritis (sJIA) and its most significant complication, macrophage activation syndrome (MAS), have traditionally been treated with steroids and non-steroidal anti-inflammatory medications. However, the introduction of biologic medications that inhibit specific cytokines, such interleukins 1 and 6, has changed the treatment paradigm for sJIA patients. In this review, we discuss the therapies currently used in the treatment of sJIA as well as novel targets and approaches under consideration, including mesenchymal stromal cell therapy and JAK inhibitors. We also discuss targeting cytokines that have been implicated in MAS, such as interferon gamma and interleukin 18.","MAS, macrophage activation syndrome, sJIA, sJIA treatment, systemic juvenile idiopathic arthritis"
"Different forms of parallelism have been extensively investigated over the last few years in logic programs and a number of systems have been proposed. Or/And System (OASys) is an experimental parallel Prolog system that exploits and-or-parallelism and comprises a computational model, a compiler, an abstract machine and an emulator. OASys computational model combines the two types of parallelism considering each alternative path as a totally independent computation which consists of a conjunction of determinate subgoals. It is based on distributed scheduling and supports recomputation of paths as well as stack copying. The system features modular design, high distribution and minimal inter-processor communication. This paper presents briefly the computational model and describes the abstract machine discussing data representation, memory organization, instruction set, operation and synchronization. Finally performance results obtained by the single-processor implementation and the multiple-processor emulation are discussed.","oasys computational model, recomputation, and-or-parallelism, prolog, abstract architecture, abstract machine, stack copying, and-or parallelism, modular design, data representation, computer model"
"The use of bracing in the treatment of mild idiopathic scoliosis is controversial. A study of 33 adolescents showed that bracing significantly decreased lung volumes. Functional residual capacity was reduced by a mean of 26%, 18% of children showing a reduction of greater than 40%. The mean reduction in total lung capacity was 16% and in forced vital capacity 18%. This restriction of lung function by bracing might have a deleterious effect on lung growth or might impose an additional risk factor in the presence of other disorders, such as asthma and diaphragmatic weakness. The use of bracing in individuals with mild scoliosis should be judiciously reassessed.","total lung capacity, forced vital capacity, risk factors, functional residual capacity"
